2026-02-26T14:44:27Z watchdog: log file missing, no action
2026-03-06T09:45:01Z watchdog: stalled (age=224m) but max restarts reached (10), no action
2026-03-06T09:50:01Z watchdog: stalled (age=229m) but max restarts reached (10), no action
2026-03-06T10:00:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-06T10:10:01Z watchdog: stalled (age=249m) but max restarts reached (10), no action
2026-03-06T10:15:01Z watchdog: stalled (age=254m) but max restarts reached (10), no action
2026-03-06T10:20:01Z watchdog: stalled (age=259m) but max restarts reached (10), no action
2026-03-06T10:25:01Z watchdog: stalled (age=264m) but max restarts reached (10), no action
2026-03-06T10:40:01Z watchdog: stalled (age=279m) but max restarts reached (10), no action
2026-03-06T10:55:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-06T11:00:02Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-06T11:05:01Z watchdog: stalled (age=304m) but max restarts reached (10), no action
2026-03-06T11:15:01Z watchdog: stalled (age=314m) but max restarts reached (10), no action
2026-03-06T11:20:01Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-06T11:25:01Z watchdog: stalled (age=324m) but max restarts reached (10), no action
2026-03-06T11:30:01Z watchdog: stalled (age=329m) but max restarts reached (10), no action
2026-03-06T11:35:01Z watchdog: stalled (age=334m) but max restarts reached (10), no action
2026-03-06T11:45:01Z watchdog: stalled (age=344m) but max restarts reached (10), no action
2026-03-06T11:50:01Z watchdog: stalled (age=349m) but max restarts reached (10), no action
2026-03-06T12:00:02Z watchdog: healthy (age=0m), no action
2026-03-06T12:05:01Z watchdog: healthy (age=4m), no action
2026-03-06T12:20:01Z watchdog: healthy (age=19m), no action
2026-03-06T12:30:01Z watchdog: stalled (age=29m) but max restarts reached (10), no action
2026-03-06T12:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
2026-03-06T12:40:01Z watchdog: stalled (age=39m) but max restarts reached (10), no action
2026-03-06T12:45:01Z watchdog: stalled (age=44m) but max restarts reached (10), no action
2026-03-06T12:55:01Z watchdog: stalled (age=54m) but max restarts reached (10), no action
2026-03-06T13:00:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-06T13:05:01Z watchdog: stalled (age=64m) but max restarts reached (10), no action
2026-03-06T13:15:01Z watchdog: stalled (age=74m) but max restarts reached (10), no action
2026-03-06T13:25:01Z watchdog: stalled (age=84m) but max restarts reached (10), no action
2026-03-06T13:30:01Z watchdog: stalled (age=89m) but max restarts reached (10), no action
2026-03-06T13:40:01Z watchdog: stalled (age=99m) but max restarts reached (10), no action
2026-03-06T13:55:01Z watchdog: stalled (age=114m) but max restarts reached (10), no action
2026-03-06T14:00:02Z watchdog: stalled (age=119m) but max restarts reached (10), no action
2026-03-06T14:10:02Z watchdog: stalled (age=129m) but max restarts reached (10), no action
2026-03-06T14:25:01Z watchdog: stalled (age=144m) but max restarts reached (10), no action
2026-03-06T14:30:01Z watchdog: stalled (age=149m) but max restarts reached (10), no action
2026-03-06T14:35:02Z watchdog: stalled (age=154m) but max restarts reached (10), no action
2026-03-06T14:50:01Z watchdog: stalled (age=169m) but max restarts reached (10), no action
2026-03-06T14:55:01Z watchdog: stalled (age=174m) but max restarts reached (10), no action
2026-03-06T15:05:01Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-06T15:10:01Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-06T15:15:02Z watchdog: stalled (age=194m) but max restarts reached (10), no action
2026-03-06T15:20:01Z watchdog: stalled (age=199m) but max restarts reached (10), no action
2026-03-06T15:25:01Z watchdog: stalled (age=204m) but max restarts reached (10), no action
2026-03-06T15:30:01Z watchdog: stalled (age=209m) but max restarts reached (10), no action
2026-03-06T15:35:01Z watchdog: stalled (age=214m) but max restarts reached (10), no action
2026-03-06T15:55:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-06T16:00:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-06T16:35:01Z watchdog: stalled (age=274m) but max restarts reached (10), no action
2026-03-06T16:55:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-06T17:00:01Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-06T17:10:02Z watchdog: stalled (age=309m) but max restarts reached (10), no action
2026-03-06T17:15:01Z watchdog: stalled (age=314m) but max restarts reached (10), no action
2026-03-06T17:25:01Z watchdog: stalled (age=324m) but max restarts reached (10), no action
2026-03-06T17:30:01Z watchdog: stalled (age=329m) but max restarts reached (10), no action
2026-03-06T17:35:02Z watchdog: stalled (age=334m) but max restarts reached (10), no action
2026-03-06T17:40:01Z watchdog: stalled (age=339m) but max restarts reached (10), no action
2026-03-06T17:45:01Z watchdog: stalled (age=344m) but max restarts reached (10), no action
2026-03-06T17:50:01Z watchdog: stalled (age=349m) but max restarts reached (10), no action
2026-03-06T17:55:01Z watchdog: stalled (age=354m) but max restarts reached (10), no action
2026-03-06T18:10:01Z watchdog: healthy (age=9m), no action
2026-03-06T18:15:01Z watchdog: healthy (age=14m), no action
2026-03-06T18:20:01Z watchdog: healthy (age=19m), no action
2026-03-06T18:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
2026-03-06T18:40:01Z watchdog: stalled (age=39m) but max restarts reached (10), no action
2026-03-06T18:45:01Z watchdog: stalled (age=44m) but max restarts reached (10), no action
2026-03-06T18:50:01Z watchdog: stalled (age=49m) but max restarts reached (10), no action
2026-03-06T18:55:01Z watchdog: stalled (age=54m) but max restarts reached (10), no action
2026-03-06T19:00:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-06T19:10:01Z watchdog: stalled (age=69m) but max restarts reached (10), no action
2026-03-06T19:20:01Z watchdog: stalled (age=79m) but max restarts reached (10), no action
2026-03-06T19:35:02Z watchdog: stalled (age=94m) but max restarts reached (10), no action
2026-03-06T19:55:01Z watchdog: stalled (age=114m) but max restarts reached (10), no action
2026-03-06T20:00:01Z watchdog: stalled (age=119m) but max restarts reached (10), no action
2026-03-06T20:05:01Z watchdog: stalled (age=124m) but max restarts reached (10), no action
2026-03-06T20:10:02Z watchdog: stalled (age=129m) but max restarts reached (10), no action
2026-03-06T20:15:01Z watchdog: stalled (age=134m) but max restarts reached (10), no action
2026-03-06T20:20:01Z watchdog: stalled (age=139m) but max restarts reached (10), no action
2026-03-06T20:25:01Z watchdog: stalled (age=144m) but max restarts reached (10), no action
2026-03-06T20:45:01Z watchdog: stalled (age=164m) but max restarts reached (10), no action
2026-03-06T21:00:01Z watchdog: stalled (age=179m) but max restarts reached (10), no action
2026-03-06T21:05:01Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-06T21:10:01Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-06T21:20:01Z watchdog: stalled (age=199m) but max restarts reached (10), no action
2026-03-06T21:30:01Z watchdog: stalled (age=209m) but max restarts reached (10), no action
2026-03-06T21:40:01Z watchdog: stalled (age=219m) but max restarts reached (10), no action
2026-03-06T21:45:01Z watchdog: stalled (age=224m) but max restarts reached (10), no action
2026-03-06T21:50:01Z watchdog: stalled (age=229m) but max restarts reached (10), no action
2026-03-06T21:55:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-06T22:00:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-06T22:05:02Z watchdog: stalled (age=244m) but max restarts reached (10), no action
2026-03-06T22:10:01Z watchdog: stalled (age=249m) but max restarts reached (10), no action
2026-03-06T22:25:01Z watchdog: stalled (age=264m) but max restarts reached (10), no action
2026-03-06T22:40:01Z watchdog: stalled (age=279m) but max restarts reached (10), no action
2026-03-06T22:45:01Z watchdog: stalled (age=284m) but max restarts reached (10), no action
2026-03-06T22:50:01Z watchdog: stalled (age=289m) but max restarts reached (10), no action
2026-03-06T23:10:01Z watchdog: stalled (age=309m) but max restarts reached (10), no action
2026-03-06T23:15:01Z watchdog: stalled (age=314m) but max restarts reached (10), no action
2026-03-06T23:20:01Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-06T23:35:01Z watchdog: stalled (age=334m) but max restarts reached (10), no action
2026-03-06T23:40:01Z watchdog: stalled (age=339m) but max restarts reached (10), no action
2026-03-06T23:45:01Z watchdog: stalled (age=344m) but max restarts reached (10), no action
2026-03-06T23:55:01Z watchdog: stalled (age=354m) but max restarts reached (10), no action
2026-03-07T00:00:02Z watchdog: healthy (age=0m), no action
2026-03-07T00:05:01Z watchdog: healthy (age=4m), no action
2026-03-07T00:10:01Z watchdog: healthy (age=9m), no action
2026-03-07T00:15:01Z watchdog: healthy (age=0m), no action
2026-03-07T00:20:02Z watchdog: healthy (age=4m), no action
2026-03-07T00:25:01Z watchdog: healthy (age=9m), no action
2026-03-07T00:35:02Z watchdog: healthy (age=19m), no action
2026-03-07T00:40:01Z watchdog: stalled (age=24m) but max restarts reached (10), no action
2026-03-07T00:55:01Z watchdog: stalled (age=39m) but max restarts reached (10), no action
2026-03-07T01:05:01Z watchdog: stalled (age=49m) but max restarts reached (10), no action
2026-03-07T01:10:01Z watchdog: stalled (age=54m) but max restarts reached (10), no action
2026-03-07T01:15:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-07T01:20:01Z watchdog: stalled (age=64m) but max restarts reached (10), no action
2026-03-07T01:30:01Z watchdog: stalled (age=74m) but max restarts reached (10), no action
2026-03-07T01:35:01Z watchdog: stalled (age=79m) but max restarts reached (10), no action
2026-03-07T01:40:01Z watchdog: stalled (age=84m) but max restarts reached (10), no action
2026-03-07T01:45:01Z watchdog: stalled (age=89m) but max restarts reached (10), no action
2026-03-07T01:50:01Z watchdog: stalled (age=94m) but max restarts reached (10), no action
2026-03-07T02:10:01Z watchdog: stalled (age=114m) but max restarts reached (10), no action
2026-03-07T02:20:02Z watchdog: stalled (age=124m) but max restarts reached (10), no action
2026-03-07T02:45:01Z watchdog: stalled (age=149m) but max restarts reached (10), no action
2026-03-07T02:50:01Z watchdog: stalled (age=154m) but max restarts reached (10), no action
2026-03-07T02:55:01Z watchdog: stalled (age=159m) but max restarts reached (10), no action
2026-03-07T03:00:01Z watchdog: stalled (age=164m) but max restarts reached (10), no action
2026-03-07T03:05:01Z watchdog: stalled (age=169m) but max restarts reached (10), no action
2026-03-07T03:10:01Z watchdog: stalled (age=174m) but max restarts reached (10), no action
2026-03-07T03:20:01Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-07T03:25:01Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-07T03:30:01Z watchdog: stalled (age=194m) but max restarts reached (10), no action
2026-03-07T03:35:01Z watchdog: stalled (age=199m) but max restarts reached (10), no action
2026-03-07T03:50:01Z watchdog: stalled (age=214m) but max restarts reached (10), no action
2026-03-07T04:00:01Z watchdog: stalled (age=224m) but max restarts reached (10), no action
2026-03-07T04:10:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-07T04:15:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-07T04:30:02Z watchdog: stalled (age=254m) but max restarts reached (10), no action
2026-03-07T04:35:01Z watchdog: stalled (age=259m) but max restarts reached (10), no action
2026-03-07T04:50:01Z watchdog: stalled (age=274m) but max restarts reached (10), no action
2026-03-07T04:55:02Z watchdog: stalled (age=279m) but max restarts reached (10), no action
2026-03-07T05:00:01Z watchdog: stalled (age=284m) but max restarts reached (10), no action
2026-03-07T05:10:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-07T05:15:01Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-07T05:20:01Z watchdog: stalled (age=304m) but max restarts reached (10), no action
2026-03-07T05:25:01Z watchdog: stalled (age=309m) but max restarts reached (10), no action
2026-03-07T05:30:01Z watchdog: stalled (age=314m) but max restarts reached (10), no action
2026-03-07T05:35:01Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-07T05:40:01Z watchdog: stalled (age=324m) but max restarts reached (10), no action
2026-03-07T05:50:01Z watchdog: stalled (age=334m) but max restarts reached (10), no action
2026-03-07T05:55:02Z watchdog: stalled (age=339m) but max restarts reached (10), no action
2026-03-07T06:00:01Z watchdog: healthy (age=0m), no action
2026-03-07T06:05:01Z watchdog: healthy (age=4m), no action
2026-03-07T06:10:01Z watchdog: healthy (age=9m), no action
2026-03-07T06:15:01Z watchdog: healthy (age=14m), no action
2026-03-07T06:20:01Z watchdog: healthy (age=19m), no action
2026-03-07T06:25:01Z watchdog: stalled (age=24m) but max restarts reached (10), no action
2026-03-07T06:30:02Z watchdog: stalled (age=29m) but max restarts reached (10), no action
2026-03-07T06:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
2026-03-07T06:45:01Z watchdog: stalled (age=44m) but max restarts reached (10), no action
2026-03-07T06:50:01Z watchdog: stalled (age=49m) but max restarts reached (10), no action
2026-03-07T07:00:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-07T07:05:01Z watchdog: stalled (age=64m) but max restarts reached (10), no action
2026-03-07T07:10:01Z watchdog: stalled (age=69m) but max restarts reached (10), no action
2026-03-07T07:15:01Z watchdog: stalled (age=74m) but max restarts reached (10), no action
2026-03-07T07:20:01Z watchdog: stalled (age=79m) but max restarts reached (10), no action
2026-03-07T07:30:01Z watchdog: stalled (age=89m) but max restarts reached (10), no action
2026-03-07T07:35:01Z watchdog: stalled (age=94m) but max restarts reached (10), no action
2026-03-07T07:40:01Z watchdog: stalled (age=99m) but max restarts reached (10), no action
2026-03-07T07:45:01Z watchdog: stalled (age=104m) but max restarts reached (10), no action
2026-03-07T07:50:01Z watchdog: stalled (age=109m) but max restarts reached (10), no action
2026-03-07T08:10:01Z watchdog: stalled (age=129m) but max restarts reached (10), no action
2026-03-07T08:15:02Z watchdog: stalled (age=134m) but max restarts reached (10), no action
2026-03-07T08:25:01Z watchdog: stalled (age=144m) but max restarts reached (10), no action
2026-03-07T08:35:01Z watchdog: stalled (age=154m) but max restarts reached (10), no action
2026-03-07T08:40:01Z watchdog: stalled (age=159m) but max restarts reached (10), no action
2026-03-07T08:50:01Z watchdog: stalled (age=169m) but max restarts reached (10), no action
2026-03-07T09:00:01Z watchdog: stalled (age=179m) but max restarts reached (10), no action
2026-03-07T09:05:01Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-07T09:10:02Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-07T09:15:01Z watchdog: stalled (age=194m) but max restarts reached (10), no action
2026-03-07T09:30:01Z watchdog: stalled (age=209m) but max restarts reached (10), no action
2026-03-07T09:35:01Z watchdog: stalled (age=214m) but max restarts reached (10), no action
2026-03-07T09:40:01Z watchdog: stalled (age=219m) but max restarts reached (10), no action
2026-03-07T09:45:01Z watchdog: stalled (age=224m) but max restarts reached (10), no action
2026-03-07T09:55:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-07T10:00:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-07T10:10:01Z watchdog: stalled (age=249m) but max restarts reached (10), no action
2026-03-07T10:15:01Z watchdog: stalled (age=254m) but max restarts reached (10), no action
2026-03-07T10:20:01Z watchdog: stalled (age=259m) but max restarts reached (10), no action
2026-03-07T10:25:01Z watchdog: stalled (age=264m) but max restarts reached (10), no action
2026-03-07T10:30:02Z watchdog: stalled (age=269m) but max restarts reached (10), no action
2026-03-07T10:35:01Z watchdog: stalled (age=274m) but max restarts reached (10), no action
2026-03-07T10:40:01Z watchdog: stalled (age=279m) but max restarts reached (10), no action
2026-03-07T10:50:02Z watchdog: stalled (age=289m) but max restarts reached (10), no action
2026-03-07T10:55:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-07T11:00:02Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-07T11:05:01Z watchdog: stalled (age=304m) but max restarts reached (10), no action
2026-03-07T11:20:01Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-07T11:30:01Z watchdog: stalled (age=329m) but max restarts reached (10), no action
2026-03-07T11:40:01Z watchdog: stalled (age=339m) but max restarts reached (10), no action
2026-03-07T11:50:01Z watchdog: stalled (age=349m) but max restarts reached (10), no action
2026-03-07T11:55:01Z watchdog: stalled (age=354m) but max restarts reached (10), no action
2026-03-07T12:05:02Z watchdog: healthy (age=4m), no action
2026-03-07T12:10:01Z watchdog: healthy (age=9m), no action
2026-03-07T12:15:01Z watchdog: healthy (age=14m), no action
2026-03-07T12:20:01Z watchdog: healthy (age=19m), no action
2026-03-07T12:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
2026-03-07T12:40:01Z watchdog: stalled (age=39m) but max restarts reached (10), no action
2026-03-07T12:45:01Z watchdog: stalled (age=44m) but max restarts reached (10), no action
2026-03-07T12:50:01Z watchdog: stalled (age=49m) but max restarts reached (10), no action
2026-03-07T12:55:01Z watchdog: stalled (age=54m) but max restarts reached (10), no action
2026-03-07T13:00:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-07T13:05:01Z watchdog: stalled (age=64m) but max restarts reached (10), no action
2026-03-07T13:10:01Z watchdog: stalled (age=69m) but max restarts reached (10), no action
2026-03-07T13:25:01Z watchdog: stalled (age=84m) but max restarts reached (10), no action
2026-03-07T13:35:02Z watchdog: stalled (age=94m) but max restarts reached (10), no action
2026-03-07T13:55:01Z watchdog: stalled (age=114m) but max restarts reached (10), no action
2026-03-07T14:00:01Z watchdog: stalled (age=119m) but max restarts reached (10), no action
2026-03-07T14:05:01Z watchdog: stalled (age=124m) but max restarts reached (10), no action
2026-03-07T14:15:01Z watchdog: stalled (age=134m) but max restarts reached (10), no action
2026-03-07T14:20:01Z watchdog: stalled (age=139m) but max restarts reached (10), no action
2026-03-07T14:25:01Z watchdog: stalled (age=144m) but max restarts reached (10), no action
2026-03-07T14:30:01Z watchdog: stalled (age=149m) but max restarts reached (10), no action
2026-03-07T14:45:01Z watchdog: stalled (age=164m) but max restarts reached (10), no action
2026-03-07T14:55:01Z watchdog: stalled (age=174m) but max restarts reached (10), no action
2026-03-07T15:00:01Z watchdog: stalled (age=179m) but max restarts reached (10), no action
2026-03-07T15:05:01Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-07T15:10:02Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-07T15:15:01Z watchdog: stalled (age=194m) but max restarts reached (10), no action
2026-03-07T15:20:01Z watchdog: stalled (age=199m) but max restarts reached (10), no action
2026-03-07T15:25:01Z watchdog: stalled (age=204m) but max restarts reached (10), no action
2026-03-07T15:30:01Z watchdog: stalled (age=209m) but max restarts reached (10), no action
2026-03-07T15:35:02Z watchdog: stalled (age=214m) but max restarts reached (10), no action
2026-03-07T15:40:01Z watchdog: stalled (age=219m) but max restarts reached (10), no action
2026-03-07T15:45:02Z watchdog: stalled (age=224m) but max restarts reached (10), no action
2026-03-07T15:50:01Z watchdog: stalled (age=229m) but max restarts reached (10), no action
2026-03-07T15:55:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-07T16:00:01Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-07T16:25:01Z watchdog: stalled (age=264m) but max restarts reached (10), no action
2026-03-07T16:35:01Z watchdog: stalled (age=274m) but max restarts reached (10), no action
2026-03-07T16:40:01Z watchdog: stalled (age=279m) but max restarts reached (10), no action
2026-03-07T16:45:02Z watchdog: stalled (age=284m) but max restarts reached (10), no action
2026-03-07T16:50:01Z watchdog: stalled (age=289m) but max restarts reached (10), no action
2026-03-07T16:55:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-07T17:00:02Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-07T17:20:01Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-07T17:25:01Z watchdog: stalled (age=324m) but max restarts reached (10), no action
2026-03-07T17:30:01Z watchdog: stalled (age=329m) but max restarts reached (10), no action
2026-03-07T17:45:01Z watchdog: stalled (age=344m) but max restarts reached (10), no action
2026-03-07T17:50:01Z watchdog: stalled (age=349m) but max restarts reached (10), no action
2026-03-07T17:55:01Z watchdog: stalled (age=354m) but max restarts reached (10), no action
2026-03-07T18:05:02Z watchdog: healthy (age=4m), no action
2026-03-07T18:10:01Z watchdog: healthy (age=9m), no action
2026-03-07T18:15:01Z watchdog: healthy (age=14m), no action
2026-03-07T18:20:02Z watchdog: healthy (age=19m), no action
2026-03-07T18:30:01Z watchdog: stalled (age=29m) but max restarts reached (10), no action
2026-03-07T18:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
2026-03-07T18:45:01Z watchdog: stalled (age=44m) but max restarts reached (10), no action
2026-03-07T18:50:01Z watchdog: stalled (age=49m) but max restarts reached (10), no action
2026-03-07T18:55:01Z watchdog: stalled (age=54m) but max restarts reached (10), no action
2026-03-07T19:00:01Z watchdog: stalled (age=59m) but max restarts reached (10), no action
2026-03-07T19:05:02Z watchdog: stalled (age=64m) but max restarts reached (10), no action
2026-03-07T19:10:01Z watchdog: stalled (age=69m) but max restarts reached (10), no action
2026-03-07T19:15:01Z watchdog: stalled (age=74m) but max restarts reached (10), no action
2026-03-07T19:25:01Z watchdog: stalled (age=84m) but max restarts reached (10), no action
2026-03-07T19:30:01Z watchdog: stalled (age=89m) but max restarts reached (10), no action
2026-03-07T19:40:01Z watchdog: stalled (age=99m) but max restarts reached (10), no action
2026-03-07T19:45:01Z watchdog: stalled (age=104m) but max restarts reached (10), no action
2026-03-07T19:55:01Z watchdog: stalled (age=114m) but max restarts reached (10), no action
2026-03-07T20:00:01Z watchdog: stalled (age=119m) but max restarts reached (10), no action
2026-03-07T20:10:01Z watchdog: stalled (age=129m) but max restarts reached (10), no action
2026-03-07T20:15:01Z watchdog: stalled (age=134m) but max restarts reached (10), no action
2026-03-07T20:25:01Z watchdog: stalled (age=144m) but max restarts reached (10), no action
2026-03-07T20:30:01Z watchdog: stalled (age=149m) but max restarts reached (10), no action
2026-03-07T20:35:01Z watchdog: stalled (age=154m) but max restarts reached (10), no action
2026-03-07T20:45:01Z watchdog: stalled (age=164m) but max restarts reached (10), no action
2026-03-07T20:50:01Z watchdog: stalled (age=169m) but max restarts reached (10), no action
2026-03-07T20:55:01Z watchdog: stalled (age=174m) but max restarts reached (10), no action
2026-03-07T21:05:02Z watchdog: stalled (age=184m) but max restarts reached (10), no action
2026-03-07T21:10:01Z watchdog: stalled (age=189m) but max restarts reached (10), no action
2026-03-07T21:15:01Z watchdog: stalled (age=194m) but max restarts reached (10), no action
2026-03-07T21:20:01Z watchdog: stalled (age=199m) but max restarts reached (10), no action
2026-03-07T21:25:01Z watchdog: stalled (age=204m) but max restarts reached (10), no action
2026-03-07T21:30:01Z watchdog: stalled (age=209m) but max restarts reached (10), no action
2026-03-07T21:35:01Z watchdog: stalled (age=214m) but max restarts reached (10), no action
2026-03-07T21:55:01Z watchdog: stalled (age=234m) but max restarts reached (10), no action
2026-03-07T22:00:02Z watchdog: stalled (age=239m) but max restarts reached (10), no action
2026-03-07T22:05:01Z watchdog: stalled (age=244m) but max restarts reached (10), no action
2026-03-07T22:10:01Z watchdog: stalled (age=249m) but max restarts reached (10), no action
2026-03-07T22:15:01Z watchdog: stalled (age=254m) but max restarts reached (10), no action
2026-03-07T22:20:01Z watchdog: stalled (age=259m) but max restarts reached (10), no action
2026-03-07T22:25:02Z watchdog: stalled (age=264m) but max restarts reached (10), no action
2026-03-07T22:45:01Z watchdog: stalled (age=284m) but max restarts reached (10), no action
2026-03-07T22:50:02Z watchdog: stalled (age=289m) but max restarts reached (10), no action
2026-03-07T22:55:01Z watchdog: stalled (age=294m) but max restarts reached (10), no action
2026-03-07T23:00:01Z watchdog: stalled (age=299m) but max restarts reached (10), no action
2026-03-07T23:05:01Z watchdog: stalled (age=304m) but max restarts reached (10), no action
2026-03-07T23:10:02Z watchdog: stalled (age=309m) but max restarts reached (10), no action
2026-03-07T23:15:01Z watchdog: stalled (age=314m) but max restarts reached (10), no action
2026-03-07T23:20:02Z watchdog: stalled (age=319m) but max restarts reached (10), no action
2026-03-07T23:25:01Z watchdog: stalled (age=324m) but max restarts reached (10), no action
2026-03-07T23:30:02Z watchdog: stalled (age=329m) but max restarts reached (10), no action
2026-03-07T23:45:01Z watchdog: stalled (age=344m) but max restarts reached (10), no action
2026-03-07T23:50:01Z watchdog: stalled (age=349m) but max restarts reached (10), no action
2026-03-08T00:00:02Z watchdog: stalled (age=359m) but max restarts reached (10), no action
2026-03-08T00:05:01Z watchdog: healthy (age=3m), no action
2026-03-08T00:10:01Z watchdog: healthy (age=8m), no action
2026-03-08T00:15:01Z watchdog: healthy (age=0m), no action
2026-03-08T00:25:02Z watchdog: healthy (age=9m), no action
2026-03-08T00:30:01Z watchdog: healthy (age=0m), no action
2026-03-08T00:35:01Z watchdog: healthy (age=5m), no action
2026-03-08T00:40:01Z watchdog: healthy (age=10m), no action
2026-03-08T00:45:01Z watchdog: healthy (age=15m), no action
2026-03-08T01:00:01Z watchdog: stalled (age=30m) but max restarts reached (10), no action
2026-03-08T01:10:01Z watchdog: stalled (age=40m) but max restarts reached (10), no action
2026-03-08T01:20:01Z watchdog: stalled (age=50m) but max restarts reached (10), no action
2026-03-08T01:40:01Z watchdog: stalled (age=70m) but max restarts reached (10), no action
2026-03-08T01:45:02Z watchdog: stalled (age=75m) but max restarts reached (10), no action
2026-03-08T01:50:01Z watchdog: stalled (age=80m) but max restarts reached (10), no action
2026-03-08T01:55:01Z watchdog: stalled (age=85m) but max restarts reached (10), no action
2026-03-08T02:00:01Z watchdog: stalled (age=90m) but max restarts reached (10), no action
2026-03-08T02:05:01Z watchdog: stalled (age=95m) but max restarts reached (10), no action
2026-03-08T02:10:01Z watchdog: stalled (age=100m) but max restarts reached (10), no action
2026-03-08T02:15:01Z watchdog: stalled (age=105m) but max restarts reached (10), no action
2026-03-08T02:25:01Z watchdog: stalled (age=115m) but max restarts reached (10), no action
2026-03-08T02:30:01Z watchdog: stalled (age=120m) but max restarts reached (10), no action
2026-03-08T02:35:01Z watchdog: stalled (age=125m) but max restarts reached (10), no action
2026-03-08T02:40:01Z watchdog: stalled (age=130m) but max restarts reached (10), no action
2026-03-08T02:50:01Z watchdog: stalled (age=140m) but max restarts reached (10), no action
2026-03-08T02:55:01Z watchdog: stalled (age=145m) but max restarts reached (10), no action
2026-03-08T03:00:02Z watchdog: stalled (age=150m) but max restarts reached (10), no action
2026-03-08T03:05:01Z watchdog: stalled (age=155m) but max restarts reached (10), no action
2026-03-08T03:10:01Z watchdog: stalled (age=160m) but max restarts reached (10), no action
2026-03-08T03:20:01Z watchdog: stalled (age=170m) but max restarts reached (10), no action
2026-03-08T03:25:02Z watchdog: stalled (age=175m) but max restarts reached (10), no action
2026-03-08T03:30:01Z watchdog: stalled (age=180m) but max restarts reached (10), no action
2026-03-08T03:35:01Z watchdog: stalled (age=185m) but max restarts reached (10), no action
2026-03-08T03:40:01Z watchdog: stalled (age=190m) but max restarts reached (10), no action
2026-03-08T03:45:01Z watchdog: stalled (age=195m) but max restarts reached (10), no action
2026-03-08T03:50:01Z watchdog: stalled (age=200m) but max restarts reached (10), no action
2026-03-08T04:00:01Z watchdog: stalled (age=210m) but max restarts reached (10), no action
2026-03-08T04:05:01Z watchdog: stalled (age=215m) but max restarts reached (10), no action
2026-03-08T04:10:01Z watchdog: stalled (age=220m) but max restarts reached (10), no action
2026-03-08T04:20:01Z watchdog: stalled (age=230m) but max restarts reached (10), no action
2026-03-08T04:25:01Z watchdog: stalled (age=235m) but max restarts reached (10), no action
2026-03-08T04:35:01Z watchdog: stalled (age=245m) but max restarts reached (10), no action
2026-03-08T04:40:01Z watchdog: stalled (age=250m) but max restarts reached (10), no action
